# ★古い 紙（2026-09-08）を 今の 道（Formula2）で 打ち直した★（67）（2026-09-21）
# ★元の 紙★ ... docs/measured/kansuu46/golden-346-2026-09-08.tsv
# ★★元の 紙は `.Formula`（昔の 道＝溢れない）で 取られて います★★（kansuu46 の 道具 21本とも）
# ★盤面★ A1:A5=1,2,3,4,5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★置き場★ H列・行1 から 10行 おき
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# 名前	式	昔の 答え	実Excel（今の 道＝Formula2）	埋まった数	判じ
TANH	=TANH(A1:A5)	0.76159415595576485	0.76159415595576485	5	onaji
TANH	=TANH(B1:B5)	0.964027580075817	0.964027580075817	5	onaji
TDIST	=TDIST(A1:A5,B1:B5,1)	0.21132486540518708	0.21132486540518708	5	onaji
TIME	=TIME(A1:A5,2,3)	0.043090277777777776	0.043090277777777776	5	onaji
TIME	=TIME(A1:A5,B1:B5,1)	0.043067129629629629	0.043067129629629629	5	onaji
TINV	=TINV(A1:A5,B1:B5)	0	0	5	onaji
TINV	=TINV(A1:A5,2)	0	0	5	onaji
TINV	=TINV(A1:A5,A1)	0	0	5	onaji
TRANSPOSE	=TRANSPOSE(A1:A5)	1	1	3	onaji
TRANSPOSE	=TRANSPOSE(B1:B5)	2	2	3	onaji
TRIM	=TRIM(A1:A5)	1	1	5	onaji
TRIM	=TRIM(B1:B5)	2	2	5	onaji
TRUNC	=TRUNC(A1:A5)	1	1	5	onaji
TRUNC	=TRUNC(B1:B5)	2	2	5	onaji
TRUNC	=TRUNC(A1:A5,B1:B5)	1	1	5	onaji
TRUNC	=TRUNC(A1:A5,2)	1	1	5	onaji
TRUNC	=TRUNC(A1:A5,A1)	1	1	5	onaji
UNICHAR	=UNICHAR(A1:A5)			5	onaji
UNICHAR	=UNICHAR(B1:B5)			5	onaji
UNICODE	=UNICODE(A1:A5)	49	49	5	onaji
UNICODE	=UNICODE(B1:B5)	50	50	5	onaji
UPPER	=UPPER(A1:A5)	1	1	5	onaji
UPPER	=UPPER(B1:B5)	2	2	5	onaji
VALUE	=VALUE(A1:A5)	1	1	5	onaji
VALUE	=VALUE(B1:B5)	2	2	5	onaji
VAR	=VAR(A1:A5)	2.5	2.5	1	onaji
VAR	=VAR(B1:B5)	10	10	1	onaji
VAR	=VAR(A1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VAR	=VAR(A1:A5,B1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VAR	=VAR(A1:A5,2)	2.166666666666667	2.166666666666667	1	onaji
VAR	=VAR(A1:A5,2,3)	1.8095238095238091	1.8095238095238091	1	onaji
VAR	=VAR(A1:B5,2,FALSE)	8.6287878787878771	8.6287878787878771	1	onaji
VAR	=VAR(A1:A5,A1)	2.666666666666667	2.666666666666667	1	onaji
VAR	=VAR(A1:A5,1,B1:B5,1)	8.4469696969696955	8.4469696969696955	1	onaji
VAR	=VAR(A1:A5,B1:B5,1)	8.3636363636363633	8.3636363636363633	1	onaji
VAR.P	=VAR.P(A1:A5)	2	2	1	onaji
VAR.P	=VAR.P(B1:B5)	8	8	1	onaji
VAR.P	=VAR.P(A1:B5)	7.25	7.25	1	onaji
VAR.P	=VAR.P(A1:A5,B1:B5)	7.25	7.25	1	onaji
VAR.P	=VAR.P(A1:A5,2)	1.8055555555555556	1.8055555555555556	1	onaji
VAR.P	=VAR.P(A1:A5,2,3)	1.5510204081632653	1.5510204081632653	1	onaji
VAR.P	=VAR.P(A1:B5,2,FALSE)	7.9097222222222223	7.9097222222222223	1	onaji
VAR.P	=VAR.P(A1:A5,A1)	2.2222222222222223	2.2222222222222223	1	onaji
VAR.P	=VAR.P(A1:A5,1,B1:B5,1)	7.7430555555555554	7.7430555555555554	1	onaji
VAR.P	=VAR.P(A1:A5,B1:B5,1)	7.6033057851239674	7.6033057851239674	1	onaji
VAR.S	=VAR.S(A1:A5)	2.5	2.5	1	onaji
VAR.S	=VAR.S(B1:B5)	10	10	1	onaji
VAR.S	=VAR.S(A1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VAR.S	=VAR.S(A1:A5,B1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VAR.S	=VAR.S(A1:A5,2)	2.166666666666667	2.166666666666667	1	onaji
VAR.S	=VAR.S(A1:A5,2,3)	1.8095238095238091	1.8095238095238091	1	onaji
VAR.S	=VAR.S(A1:B5,2,FALSE)	8.6287878787878771	8.6287878787878771	1	onaji
VAR.S	=VAR.S(A1:A5,A1)	2.666666666666667	2.666666666666667	1	onaji
VAR.S	=VAR.S(A1:A5,1,B1:B5,1)	8.4469696969696955	8.4469696969696955	1	onaji
VAR.S	=VAR.S(A1:A5,B1:B5,1)	8.3636363636363633	8.3636363636363633	1	onaji
VARA	=VARA(A1:A5)	2.5	2.5	1	onaji
VARA	=VARA(B1:B5)	10	10	1	onaji
VARA	=VARA(A1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VARA	=VARA(A1:A5,B1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
VARA	=VARA(A1:A5,2)	2.166666666666667	2.166666666666667	1	onaji
VARA	=VARA(A1:A5,2,3)	1.8095238095238091	1.8095238095238091	1	onaji
VARA	=VARA(A1:B5,2,FALSE)	8.6287878787878771	8.6287878787878771	1	onaji
VARA	=VARA(A1:A5,A1)	2.666666666666667	2.666666666666667	1	onaji
VARA	=VARA(A1:A5,1,B1:B5,1)	8.4469696969696955	8.4469696969696955	1	onaji
VARA	=VARA(A1:A5,B1:B5,1)	8.3636363636363633	8.3636363636363633	1	onaji
VARP	=VARP(A1:A5)	2	2	1	onaji
VARP	=VARP(B1:B5)	8	8	1	onaji
VARP	=VARP(A1:B5)	7.25	7.25	1	onaji
VARP	=VARP(A1:A5,B1:B5)	7.25	7.25	1	onaji
VARP	=VARP(A1:A5,2)	1.8055555555555556	1.8055555555555556	1	onaji
VARP	=VARP(A1:A5,2,3)	1.5510204081632653	1.5510204081632653	1	onaji
VARP	=VARP(A1:B5,2,FALSE)	7.9097222222222223	7.9097222222222223	1	onaji
VARP	=VARP(A1:A5,A1)	2.2222222222222223	2.2222222222222223	1	onaji
VARP	=VARP(A1:A5,1,B1:B5,1)	7.7430555555555554	7.7430555555555554	1	onaji
VARP	=VARP(A1:A5,B1:B5,1)	7.6033057851239674	7.6033057851239674	1	onaji
VARPA	=VARPA(A1:A5)	2	2	1	onaji
VARPA	=VARPA(B1:B5)	8	8	1	onaji
VARPA	=VARPA(A1:B5)	7.25	7.25	1	onaji
VARPA	=VARPA(A1:A5,B1:B5)	7.25	7.25	1	onaji
VARPA	=VARPA(A1:A5,2)	1.8055555555555556	1.8055555555555556	1	onaji
VARPA	=VARPA(A1:A5,2,3)	1.5510204081632653	1.5510204081632653	1	onaji
VARPA	=VARPA(A1:B5,2,FALSE)	7.9097222222222223	7.9097222222222223	1	onaji
VARPA	=VARPA(A1:A5,A1)	2.2222222222222223	2.2222222222222223	1	onaji
VARPA	=VARPA(A1:A5,1,B1:B5,1)	7.7430555555555554	7.7430555555555554	1	onaji
VARPA	=VARPA(A1:A5,B1:B5,1)	7.6033057851239674	7.6033057851239674	1	onaji
VSTACK	=VSTACK(A1:A5)	1	1	5	onaji
VSTACK	=VSTACK(B1:B5)	2	2	5	onaji
VSTACK	=VSTACK(A1:B5)	1	1	10	onaji
VSTACK	=VSTACK(A1:A5,B1:B5)	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,2)	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,2,3)	1	1	6	onaji
VSTACK	=VSTACK(A1:B5,2,FALSE)	1	1	12	onaji
VSTACK	=VSTACK(A1:A5,A1)	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,"<3")	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,"<3",B1:B5)	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,1,B1:B5,1)	1	1	6	onaji
VSTACK	=VSTACK(A1:A5,B1:B5,1)	1	1	6	onaji
WEEKDAY	=WEEKDAY(A1:A5)	1	1	5	onaji
WEEKDAY	=WEEKDAY(B1:B5)	2	2	5	onaji
WEEKDAY	=WEEKDAY(A1:A5,B1:B5)	7	7	5	onaji
WEEKDAY	=WEEKDAY(A1:A5,2)	7	7	5	onaji
WEEKDAY	=WEEKDAY(A1:A5,A1)	1	1	5	onaji
WEIBULL	=WEIBULL(A1:A5,1,B1:B5,1)	0.39346934028736658	0.39346934028736658	5	onaji
WEIBULL.DIST	=WEIBULL.DIST(A1:A5,1,B1:B5,1)	0.39346934028736658	0.39346934028736658	5	onaji
XOR	=XOR(A1:A5)	True	True	1	onaji
XOR	=XOR(B1:B5)	True	True	1	onaji
XOR	=XOR(A1:B5)	False	False	1	onaji
XOR	=XOR(A1:A5,B1:B5)	False	False	1	onaji
XOR	=XOR(A1:A5,2)	False	False	1	onaji
XOR	=XOR(A1:A5,2,3)	True	True	1	onaji
XOR	=XOR(A1:B5,2,FALSE)	True	True	1	onaji
XOR	=XOR(A1:A5,A1)	False	False	1	onaji
XOR	=XOR(A1:A5,"<3")	True	True	1	onaji
XOR	=XOR(A1:A5,"<3",B1:B5)	False	False	1	onaji
XOR	=XOR(A1:A5,1,B1:B5,1)	False	False	1	onaji
XOR	=XOR(A1:A5,B1:B5,1)	True	True	1	onaji
YEAR	=YEAR(A1:A5)	1900	1900	5	onaji
YEAR	=YEAR(B1:B5)	1900	1900	5	onaji
Z.TEST	=Z.TEST(A1:A5,B1:B5)	0.078649603525142567	0.078649603525142567	5	onaji
Z.TEST	=Z.TEST(A1:A5,2)	0.078649603525142567	0.078649603525142567	1	onaji
Z.TEST	=Z.TEST(A1:A5,2,3)	0.22802827012512797	0.22802827012512797	1	onaji
Z.TEST	=Z.TEST(A1:A5,A1)	0.0023388674905236322	0.0023388674905236322	1	onaji
Z.TEST	=Z.TEST(A1:A5,B1:B5,1)	0.012673659338734126	0.012673659338734126	5	onaji
ZTEST	=ZTEST(A1:A5,B1:B5)	0.078649603525142567	0.078649603525142567	5	onaji
ZTEST	=ZTEST(A1:A5,2)	0.078649603525142567	0.078649603525142567	1	onaji
ZTEST	=ZTEST(A1:A5,2,3)	0.22802827012512797	0.22802827012512797	1	onaji
ZTEST	=ZTEST(A1:A5,A1)	0.0023388674905236322	0.0023388674905236322	1	onaji
ZTEST	=ZTEST(A1:A5,B1:B5,1)	0.012673659338734126	0.012673659338734126	5	onaji
#
# ★★数★★
#   式 ............... 812本
#   ★昔と 同じ★ ..... 809本
#   ★★昔と 違う★★ .. 3本
#   ★★溢れた★★ ..... 416本（★2マス 以上＝昔の 紙は 1マス目しか 見て いない★）
#   打てない .......... 0本
#   ★対照★ SUM(A1:A5)=15（待つ 15）／SEQUENCE(2) の 2マス目=2（待つ 2）⇒ 2/2
#   かかった 秒 ....... 32.2
