# ★古い 紙（2026-09-08）を 今の 道（Formula2）で 打ち直した★（67）（2026-09-21）
# ★元の 紙★ ... docs/measured/kansuu46 の tsv を ★全部★（自分で 作った 紙は 除く）
# ★★元の 紙は `.Formula`（むかしの みち＝溢れない）で 取られて います★★（kansuu46 の 道具 21本とも）
# ★★盤面★★ ... ★紙ごとに その 紙の `#材料` を 使います★（1つの 盤面では 打ちません）
#   ＝`golden-tana-12-13` は C1:C4=10,8,6,4 を 使う＝★1つの 盤面だと 偽の 違いが 出ます★
# ★置き場★ H列・行1 から 10行 おき
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
#材料	A1	1
#材料	A2	2
#材料	A3	3
#材料	A4	4
#材料	A5	5
#材料	B1	2
#材料	B2	4
#材料	B3	6
#材料	B4	8
#材料	B5	10
#材料	D1	
#材料	D2	
# 紙	名前	式	昔の 答え	今の 道（Formula2・まだ 信じられない）	埋まった数	判じ
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:B5)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,B1:B5)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,2)	240	240	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,2,3)	720	720	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:B5,2,FALSE)	0	0	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,A1)	120	120	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,1,B1:B5,1)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5,B1:B5,1)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	PROPER	=PROPER(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	PROPER	=PROPER(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	PV	=PV(A1:A5,2,3)	-2.25	-2.25	5	onaji
golden-346-2026-09-08.tsv	PV	=PV(A1:A5,1,B1:B5,1)	-1.5	-1.5	5	onaji
golden-346-2026-09-08.tsv	PV	=PV(A1:A5,B1:B5,1)	-0.75	-0.75	5	onaji
golden-346-2026-09-08.tsv	QUARTILE.INC	=QUARTILE.INC(A1:A5,B1:B5)	3	3	5	onaji
golden-346-2026-09-08.tsv	QUARTILE.INC	=QUARTILE.INC(A1:A5,2)	3	3	1	onaji
golden-346-2026-09-08.tsv	QUARTILE.INC	=QUARTILE.INC(A1:A5,A1)	2	2	1	onaji
golden-346-2026-09-08.tsv	RADIANS	=RADIANS(A1:A5)	0.017453292519943295	0.017453292519943295	5	onaji
golden-346-2026-09-08.tsv	RADIANS	=RADIANS(B1:B5)	0.034906585039886591	0.034906585039886591	5	onaji
golden-346-2026-09-08.tsv	RANK.AVG	=RANK.AVG(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	RANK.EQ	=RANK.EQ(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	REPLACE	=REPLACE(A1:A5,1,B1:B5,1)	1	1	5	onaji
golden-346-2026-09-08.tsv	REPT	=REPT(A1:A5,B1:B5)	11	11	5	onaji
golden-346-2026-09-08.tsv	REPT	=REPT(A1:A5,2)	11	11	5	onaji
golden-346-2026-09-08.tsv	REPT	=REPT(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	RIGHT	=RIGHT(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	RIGHT	=RIGHT(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	RIGHT	=RIGHT(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	RIGHT	=RIGHT(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	RIGHT	=RIGHT(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROMAN	=ROMAN(A1:A5)	I	I	5	onaji
golden-346-2026-09-08.tsv	ROMAN	=ROMAN(B1:B5)	II	II	5	onaji
golden-346-2026-09-08.tsv	ROMAN	=ROMAN(A1:A5,B1:B5)	I	I	5	onaji
golden-346-2026-09-08.tsv	ROMAN	=ROMAN(A1:A5,2)	I	I	5	onaji
golden-346-2026-09-08.tsv	ROMAN	=ROMAN(A1:A5,A1)	I	I	5	onaji
golden-346-2026-09-08.tsv	ROUNDUP	=ROUNDUP(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROUNDUP	=ROUNDUP(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROUNDUP	=ROUNDUP(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROW	=ROW(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROW	=ROW(B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ROW	=ROW(A1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	RRI	=RRI(A1:A5,2,3)	0.5	0.5	5	onaji
golden-346-2026-09-08.tsv	RRI	=RRI(A1:A5,B1:B5,1)	-0.5	-0.5	5	onaji
golden-346-2026-09-08.tsv	RSQ	=RSQ(A1:A5,B1:B5)	0.99999999999999956	0.99999999999999956	1	onaji
golden-346-2026-09-08.tsv	SEARCH	=SEARCH(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEC	=SEC(A1:A5)	1.8508157176809255	1.8508157176809255	5	onaji
golden-346-2026-09-08.tsv	SEC	=SEC(B1:B5)	-2.4029979617223809	-2.4029979617223809	5	onaji
golden-346-2026-09-08.tsv	SECH	=SECH(A1:A5)	0.64805427366388546	0.64805427366388546	5	onaji
golden-346-2026-09-08.tsv	SECH	=SECH(B1:B5)	0.26580222883407972	0.26580222883407972	5	onaji
golden-346-2026-09-08.tsv	SECOND	=SECOND(A1:A5)	0	0	5	onaji
golden-346-2026-09-08.tsv	SECOND	=SECOND(B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,2,3)	3	3	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,1,B1:B5,1)	2	2	5	onaji
golden-346-2026-09-08.tsv	SEQUENCE	=SEQUENCE(A1:A5,B1:B5,1)	1	1	5	onaji
golden-346-2026-09-08.tsv	SHEET	=SHEET(A1:A5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SHEET	=SHEET(B1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SHEET	=SHEET(A1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SHEETS	=SHEETS(A1:A5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SHEETS	=SHEETS(B1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SHEETS	=SHEETS(A1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	SIGN	=SIGN(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SIGN	=SIGN(B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SIN	=SIN(A1:A5)	0.8414709848078965	0.8414709848078965	5	onaji
golden-346-2026-09-08.tsv	SIN	=SIN(B1:B5)	0.90929742682568171	0.90929742682568171	5	onaji
golden-346-2026-09-08.tsv	SINH	=SINH(A1:A5)	1.1752011936438014	1.1752011936438014	5	onaji
golden-346-2026-09-08.tsv	SINH	=SINH(B1:B5)	3.626860407847019	3.626860407847019	5	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5)	0	0	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(B1:B5)	0	0	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:B5)	0.82008341001191332	0.82008341001191332	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,B1:B5)	0.82008341001191343	0.82008341001191343	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,2)	0.41807152029954237	0.41807152029954237	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,2,3)	0.3521330250039606	0.3521330250039606	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:B5,2,FALSE)	0.84673586213411534	0.84673586213411534	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,A1)	0.38273277230987229	0.38273277230987229	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,1,B1:B5,1)	0.95198440254275052	0.95198440254275052	1	onaji
golden-346-2026-09-08.tsv	SKEW	=SKEW(A1:A5,B1:B5,1)	0.87071926085443208	0.87071926085443208	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5)	0	0	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(B1:B5)	0	0	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:B5)	0.69155505252143479	0.69155505252143479	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,B1:B5)	0.69155505252143479	0.69155505252143479	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,2)	0.30531626975805137	0.30531626975805137	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,2,3)	0.2716765269519808	0.2716765269519808	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:B5,2,FALSE)	0.73698897046966871	0.73698897046966871	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,A1)	0.27950849718747423	0.27950849718747423	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,1,B1:B5,1)	0.82859606650513717	0.82859606650513717	1	onaji
golden-346-2026-09-08.tsv	SKEW.P	=SKEW.P(A1:A5,B1:B5,1)	0.74717841686424824	0.74717841686424824	1	onaji
golden-346-2026-09-08.tsv	SLN	=SLN(A1:A5,2,3)	-0.33333333333333331	-0.33333333333333331	5	onaji
golden-346-2026-09-08.tsv	SLN	=SLN(A1:A5,B1:B5,1)	-1	-1	5	onaji
golden-346-2026-09-08.tsv	SLOPE	=SLOPE(A1:A5,B1:B5)	0.5	0.5	1	onaji
golden-346-2026-09-08.tsv	SMALL	=SMALL(A1:A5,B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	SMALL	=SMALL(A1:A5,2)	2	2	1	onaji
golden-346-2026-09-08.tsv	SMALL	=SMALL(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	SQRT	=SQRT(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SQRT	=SQRT(B1:B5)	1.4142135623730951	1.4142135623730951	5	onaji
golden-346-2026-09-08.tsv	STANDARDIZE	=STANDARDIZE(A1:A5,2,3)	-0.33333333333333331	-0.33333333333333331	5	onaji
golden-346-2026-09-08.tsv	STANDARDIZE	=STANDARDIZE(A1:A5,B1:B5,1)	-1	-1	5	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
golden-346-2026-09-08.tsv	STDEV	=STDEV(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
golden-346-2026-09-08.tsv	STDEV.P	=STDEV.P(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
golden-346-2026-09-08.tsv	STDEV.S	=STDEV.S(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
golden-346-2026-09-08.tsv	STDEVA	=STDEVA(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
golden-346-2026-09-08.tsv	STDEVP	=STDEVP(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
golden-346-2026-09-08.tsv	STDEVPA	=STDEVPA(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
golden-346-2026-09-08.tsv	STEYX	=STEYX(A1:A5,B1:B5)	0	0	1	onaji
golden-346-2026-09-08.tsv	SUBSTITUTE	=SUBSTITUTE(A1:A5,2,3)	1	1	5	onaji
golden-346-2026-09-08.tsv	SUBSTITUTE	=SUBSTITUTE(A1:A5,"<3",B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	SUBSTITUTE	=SUBSTITUTE(A1:A5,1,B1:B5,1)	2	2	5	onaji
golden-346-2026-09-08.tsv	SUBSTITUTE	=SUBSTITUTE(A1:A5,B1:B5,1)	1	1	5	onaji
golden-346-2026-09-08.tsv	SUMIF	=SUMIF(A1:A5,B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	SUMIF	=SUMIF(A1:A5,2)	2	2	1	onaji
golden-346-2026-09-08.tsv	SUMIF	=SUMIF(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	SUMIF	=SUMIF(A1:A5,"<3")	3	3	1	onaji
golden-346-2026-09-08.tsv	SUMIF	=SUMIF(A1:A5,"<3",B1:B5)	6	6	1	onaji
golden-346-2026-09-08.tsv	SUMIFS	=SUMIFS(A1:A5,B1:B5,1)	0	0	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5)	55	55	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(B1:B5)	220	220	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:B5)	275	275	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,B1:B5)	275	275	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,2)	59	59	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,2,3)	68	68	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:B5,2,FALSE)	279	279	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,A1)	56	56	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,1,B1:B5,1)	277	277	1	onaji
golden-346-2026-09-08.tsv	SUMSQ	=SUMSQ(A1:A5,B1:B5,1)	276	276	1	onaji
golden-346-2026-09-08.tsv	SUMX2MY2	=SUMX2MY2(A1:A5,B1:B5)	-165	-165	1	onaji
golden-346-2026-09-08.tsv	SUMX2PY2	=SUMX2PY2(A1:A5,B1:B5)	275	275	1	onaji
golden-346-2026-09-08.tsv	SUMXMY2	=SUMXMY2(A1:A5,B1:B5)	55	55	1	onaji
golden-346-2026-09-08.tsv	SWITCH	=SWITCH(A1:A5,1,B1:B5,1)	2	2	5	onaji
golden-346-2026-09-08.tsv	SYD	=SYD(A1:A5,1,B1:B5,1)	0	0	5	onaji
golden-346-2026-09-08.tsv	T.DIST	=T.DIST(A1:A5,2,3)	0.78867513459481287	0.78867513459481287	5	onaji
golden-346-2026-09-08.tsv	T.DIST	=T.DIST(A1:A5,B1:B5,1)	0.78867513459481287	0.78867513459481287	5	onaji
golden-346-2026-09-08.tsv	T.DIST.2T	=T.DIST.2T(A1:A5,B1:B5)	0.42264973081037416	0.42264973081037416	5	onaji
golden-346-2026-09-08.tsv	T.DIST.2T	=T.DIST.2T(A1:A5,2)	0.42264973081037416	0.42264973081037416	5	onaji
golden-346-2026-09-08.tsv	T.DIST.2T	=T.DIST.2T(A1:A5,A1)	0.50000000000000011	0.50000000000000011	5	onaji
golden-346-2026-09-08.tsv	T.DIST.RT	=T.DIST.RT(A1:A5,B1:B5)	0.21132486540518708	0.21132486540518708	5	onaji
golden-346-2026-09-08.tsv	T.DIST.RT	=T.DIST.RT(A1:A5,2)	0.21132486540518708	0.21132486540518708	5	onaji
golden-346-2026-09-08.tsv	T.DIST.RT	=T.DIST.RT(A1:A5,A1)	0.25000000000000006	0.25000000000000006	5	onaji
golden-346-2026-09-08.tsv	T.INV.2T	=T.INV.2T(A1:A5,B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	T.INV.2T	=T.INV.2T(A1:A5,2)	0	0	5	onaji
golden-346-2026-09-08.tsv	T.INV.2T	=T.INV.2T(A1:A5,A1)	0	0	5	onaji
golden-346-2026-09-08.tsv	TAN	=TAN(A1:A5)	1.5574077246549023	1.5574077246549023	5	onaji
golden-346-2026-09-08.tsv	TAN	=TAN(B1:B5)	-2.1850398632615189	-2.1850398632615189	5	onaji
golden-346-2026-09-08.tsv	TANH	=TANH(A1:A5)	0.76159415595576485	0.76159415595576485	5	onaji
golden-346-2026-09-08.tsv	TANH	=TANH(B1:B5)	0.964027580075817	0.964027580075817	5	onaji
golden-346-2026-09-08.tsv	TDIST	=TDIST(A1:A5,B1:B5,1)	0.21132486540518708	0.21132486540518708	5	onaji
golden-346-2026-09-08.tsv	TIME	=TIME(A1:A5,2,3)	0.043090277777777776	0.043090277777777776	5	onaji
golden-346-2026-09-08.tsv	TIME	=TIME(A1:A5,B1:B5,1)	0.043067129629629629	0.043067129629629629	5	onaji
golden-346-2026-09-08.tsv	TINV	=TINV(A1:A5,B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	TINV	=TINV(A1:A5,2)	0	0	5	onaji
golden-346-2026-09-08.tsv	TINV	=TINV(A1:A5,A1)	0	0	5	onaji
golden-346-2026-09-08.tsv	TRANSPOSE	=TRANSPOSE(A1:A5)	1	1	3	onaji
golden-346-2026-09-08.tsv	TRANSPOSE	=TRANSPOSE(B1:B5)	2	2	3	onaji
golden-346-2026-09-08.tsv	TRIM	=TRIM(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	TRIM	=TRIM(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	TRUNC	=TRUNC(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	TRUNC	=TRUNC(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	TRUNC	=TRUNC(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	TRUNC	=TRUNC(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	TRUNC	=TRUNC(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	UNICHAR	=UNICHAR(A1:A5)			5	onaji
golden-346-2026-09-08.tsv	UNICHAR	=UNICHAR(B1:B5)			5	onaji
golden-346-2026-09-08.tsv	UNICODE	=UNICODE(A1:A5)	49	49	5	onaji
golden-346-2026-09-08.tsv	UNICODE	=UNICODE(B1:B5)	50	50	5	onaji
golden-346-2026-09-08.tsv	UPPER	=UPPER(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	UPPER	=UPPER(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	VALUE	=VALUE(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	VALUE	=VALUE(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5)	2.5	2.5	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(B1:B5)	10	10	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,B1:B5)	8.0555555555555554	8.0555555555555554	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,2)	2.166666666666667	2.166666666666667	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,2,3)	1.8095238095238091	1.8095238095238091	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:B5,2,FALSE)	8.6287878787878771	8.6287878787878771	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,A1)	2.666666666666667	2.666666666666667	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,1,B1:B5,1)	8.4469696969696955	8.4469696969696955	1	onaji
golden-346-2026-09-08.tsv	VAR	=VAR(A1:A5,B1:B5,1)	8.3636363636363633	8.3636363636363633	1	onaji
golden-346-2026-09-08.tsv	VAR.P	=VAR.P(A1:A5)	2	2	1	onaji
golden-346-2026-09-08.tsv	VAR.P	=VAR.P(B1:B5)	8	8	1	onaji
golden-346-2026-09-08.tsv	VAR.P	=VAR.P(A1:B5)	7.25	7.25	1	onaji
golden-346-2026-09-08.tsv	VAR.P	=VAR.P(A1:A5,B1:B5)	7.25	7.25	1	onaji
