# ★答えを 1度も 確かめていない 関数を 実Excel に 聞いた★
# 取った 日 … 2026-09-08 ／ ★司さん「答え確かめて」★
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★やり方★ 引数の 形を 53 通り 用意し、★実Excel が 誤りに しなかった 形を 全部★ 採る
#   ⇒★人が 決めるのは 形の 候補だけ／どれが 正しいかは 実Excel が 決める★
#   ⇒★1本だけだと『当たり前の 答え』で 通ってしまう★ので ★当たった 形は 全部 残す★
# ★材料★ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★数★ 関数 346個 ／ 呼び方が 見つかった 316 個 ／ 見つからない 30 個 ／ 式 3599 本
# ★呼び方が 見つからない★ … 
# ★呼び方が 見つからない★ … BINOM.DIST BINOM.DIST.RANGE BINOM.INV BINOMDIST CRITBINOM CUMIPMT CUMPRINC DAVERAGE DCOUNTA DGET DMAX DMIN DPRODUCT DSTDEV DSTDEVP DVAR DVARP HLOOKUP MAKEARRAY MAP MIRR NEGBINOM.DIST NEGBINOMDIST PERCENTILE.EXC RATE REDUCE SCAN T.TEST TTEST XIRR
# 関数	式	実Excel の 答え	型
FLOOR.MATH	=FLOOR.MATH(FALSE)	0	Double
FLOOR.MATH	=FLOOR.MATH(2,TRUE)	2	Double
FLOOR.MATH	=FLOOR.MATH(2,3,TRUE)	0	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5,B1:B5,1)	0	Double
FLOOR.MATH	=FLOOR.MATH(-2)	-2	Double
FLOOR.MATH	=FLOOR.MATH(2.5,1)	2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A1)	1	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A2)	2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A1:A5)	1	Double
FLOOR.PRECISE	=FLOOR.PRECISE(B1:B5)	2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(2)	2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(2,3)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(0.5)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(0.5,1)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE("2024-01-15")	45306	Double
FLOOR.PRECISE	=FLOOR.PRECISE("12:30")	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE("101",2)	100	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A1:A5,B1:B5)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A1:A5,2)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(A1:A5,A1)	1	Double
FLOOR.PRECISE	=FLOOR.PRECISE(D1)	45292	Double
FLOOR.PRECISE	=FLOOR.PRECISE(D1,D2)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(D1,2)	45292	Double
FLOOR.PRECISE	=FLOOR.PRECISE(TRUE)	1	Double
FLOOR.PRECISE	=FLOOR.PRECISE(FALSE)	0	Double
FLOOR.PRECISE	=FLOOR.PRECISE(2,TRUE)	2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(-2)	-2	Double
FLOOR.PRECISE	=FLOOR.PRECISE(2.5,1)	2	Double
FORMULATEXT	=FORMULATEXT(D1)	=DATE(2024,1,1)	String
FTEST	=FTEST(A1:A5,B1:B5)	0.20800000000000005	Double
FV	=FV(2,3,4)	-52	Double
FV	=FV(2,3,4,5)	-187	Double
FV	=FV(1,2,3,4,5)	-34	Double
FV	=FV(0.5,1,2)	-2	Double
FV	=FV(0.5,1,2,3)	-6.5	Double
FV	=FV(0.5,1,2,3,4)	-7.5	Double
FV	=FV(A1:A5,2,3)	-9	Double
FV	=FV(A1:A5,1,B1:B5,1)	-4	Double
FV	=FV(2,3,TRUE)	-13	Double
FV	=FV(A1:A5,B1:B5,1)	-3	Double
FV	=FV(2,3,4,5,6)	-291	Double
FVSCHEDULE	=FVSCHEDULE(2,3)	8	Double
FVSCHEDULE	=FVSCHEDULE(0.5,1)	1	Double
FVSCHEDULE	=FVSCHEDULE("101",2)	303	Double
FVSCHEDULE	=FVSCHEDULE(D1,D2)	2084519008	Double
FVSCHEDULE	=FVSCHEDULE(D1,2)	135876	Double
FVSCHEDULE	=FVSCHEDULE(2.5,1)	5	Double
GAMMA	=GAMMA(A1)	1	Double
GAMMA	=GAMMA(A2)	1	Double
GAMMA	=GAMMA(A1:A5)	1	Double
GAMMA	=GAMMA(B1:B5)	1	Double
GAMMA	=GAMMA(2)	1	Double
GAMMA	=GAMMA(0.5)	1.7724538509055161	Double
GAMMA	=GAMMA("12:30")	1.7031930996299804	Double
GAMMA	=GAMMA(TRUE)	1	Double
GAMMA.DIST	=GAMMA.DIST(2,3,4,5)	0.014387677966970684	Double
GAMMA.DIST	=GAMMA.DIST(0.5,1,2,3)	0.22119921692859512	Double
GAMMA.DIST	=GAMMA.DIST(A1:A5,1,B1:B5,1)	0.39346934028736658	Double
GAMMA.INV	=GAMMA.INV(0.5,1,2)	1.3862943611198906	Double
GAMMADIST	=GAMMADIST(2,3,4,5)	0.014387677966970684	Double
GAMMADIST	=GAMMADIST(0.5,1,2,3)	0.22119921692859512	Double
GAMMADIST	=GAMMADIST(A1:A5,1,B1:B5,1)	0.39346934028736658	Double
GAMMAINV	=GAMMAINV(0.5,1,2)	1.3862943611198906	Double
GAMMALN	=GAMMALN(A1)	0	Double
GAMMALN	=GAMMALN(A2)	0	Double
GAMMALN	=GAMMALN(A1:A5)	0	Double
GAMMALN	=GAMMALN(B1:B5)	0	Double
GAMMALN	=GAMMALN(2)	0	Double
GAMMALN	=GAMMALN(0.5)	0.57236494292470008	Double
GAMMALN	=GAMMALN("2024-01-15")	440424.00782384037	Double
GAMMALN	=GAMMALN("12:30")	0.53250478317393035	Double
GAMMALN	=GAMMALN(D1)	440273.91341511894	Double
GAMMALN	=GAMMALN(TRUE)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(A1)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(A2)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(A1:A5)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(B1:B5)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(2)	0	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(0.5)	0.57236494292470008	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE("2024-01-15")	440424.00782384037	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE("12:30")	0.53250478317393035	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(D1)	440273.91341511894	Double
GAMMALN.PRECISE	=GAMMALN.PRECISE(TRUE)	0	Double
GAUSS	=GAUSS(A1)	0.34134474606854304	Double
GAUSS	=GAUSS(A2)	0.47724986805182079	Double
GAUSS	=GAUSS(A1:A5)	0.34134474606854304	Double
GAUSS	=GAUSS(B1:B5)	0.47724986805182079	Double
GAUSS	=GAUSS(2)	0.47724986805182079	Double
GAUSS	=GAUSS(0.5)	0.19146246127401312	Double
GAUSS	=GAUSS("2024-01-15")	0.5	Double
GAUSS	=GAUSS("12:30")	0.19875855993356017	Double
GAUSS	=GAUSS(D1)	0.5	Double
GAUSS	=GAUSS(TRUE)	0.34134474606854304	Double
GAUSS	=GAUSS(FALSE)	0	Double
GAUSS	=GAUSS(-2)	-0.47724986805182079	Double
GCD	=GCD(A1)	1	Double
GCD	=GCD(A2)	2	Double
GCD	=GCD(A1:A5)	1	Double
GCD	=GCD(B1:B5)	2	Double
GCD	=GCD(A1:B5)	1	Double
GCD	=GCD(2)	2	Double
GCD	=GCD(2,3)	1	Double
GCD	=GCD(2,3,4)	1	Double
GCD	=GCD(2,3,4,5)	1	Double
GCD	=GCD(1,2,3,4,5)	1	Double
GCD	=GCD(1,2,3,4,5,6)	1	Double
GCD	=GCD(1,2,3,4,5,6,7)	1	Double
GCD	=GCD(0.5)	0	Double
GCD	=GCD(0.5,1)	1	Double
GCD	=GCD(0.5,1,2)	1	Double
GCD	=GCD(0.5,1,2,3)	1	Double
GCD	=GCD(0.5,1,2,3,4)	1	Double
GCD	=GCD("2024-01-15")	45306	Double
GCD	=GCD("12:30")	0	Double
GCD	=GCD("101",2)	1	Double
GCD	=GCD(A1:A5,B1:B5)	1	Double
GCD	=GCD(A1:A5,2)	1	Double
GCD	=GCD(A1:A5,2,3)	1	Double
GCD	=GCD(A1:A5,A1)	1	Double
GCD	=GCD(A1:A5,1,B1:B5,1)	1	Double
GCD	=GCD(D1)	45292	Double
GCD	=GCD(D1,D2)	1	Double
GCD	=GCD(D1,2)	2	Double
GCD	=GCD(D1,D2,1)	1	Double
GCD	=GCD(D1,D2,0)	1	Double
GCD	=GCD(D1,D2,0.05,0.1,100,2,0)	1	Double
GCD	=GCD(D1,D2,0.05,0.1,2)	1	Double
GCD	=GCD(D1,D2,0.05,100,2)	1	Double
GCD	=GCD(A1:A5,B1:B5,1)	1	Double
GCD	=GCD(2,3,4,5,6)	1	Double
GCD	=GCD(2.5,1)	1	Double
GEOMEAN	=GEOMEAN(A1)	1	Double
GEOMEAN	=GEOMEAN(A2)	2	Double
GEOMEAN	=GEOMEAN(A1:A5)	2.6051710846973521	Double
GEOMEAN	=GEOMEAN(B1:B5)	5.2103421693947043	Double
GEOMEAN	=GEOMEAN(A1:B5)	3.6842682802812221	Double
GEOMEAN	=GEOMEAN(2)	2	Double
GEOMEAN	=GEOMEAN(2,3)	2.4494897427831779	Double
GEOMEAN	=GEOMEAN(2,3,4)	2.8844991406148166	Double
GEOMEAN	=GEOMEAN(2,3,4,5)	3.3097509196468731	Double
GEOMEAN	=GEOMEAN(1,2,3,4,5)	2.6051710846973521	Double
GEOMEAN	=GEOMEAN(1,2,3,4,5,6)	2.9937951655239088	Double
GEOMEAN	=GEOMEAN(1,2,3,4,5,6,7)	3.3800151591412964	Double
GEOMEAN	=GEOMEAN(0.5)	0.5	Double
GEOMEAN	=GEOMEAN(0.5,1)	0.70710678118654757	Double
GEOMEAN	=GEOMEAN(0.5,1,2)	1	Double
GEOMEAN	=GEOMEAN(0.5,1,2,3)	1.3160740129524926	Double
GEOMEAN	=GEOMEAN(0.5,1,2,3,4)	1.6437518295172258	Double
GEOMEAN	=GEOMEAN("2024-01-15")	45306	Double
GEOMEAN	=GEOMEAN("12:30")	0.52083333333333337	Double
GEOMEAN	=GEOMEAN("101",2)	14.212670403551895	Double
GEOMEAN	=GEOMEAN(A1:A5,B1:B5)	3.6842682802812221	Double
GEOMEAN	=GEOMEAN(A1:A5,2)	2.4928828716784346	Double
GEOMEAN	=GEOMEAN(A1:A5,2,3)	2.5597075924978667	Double
GEOMEAN	=GEOMEAN(A1:A5,A1)	2.220906154852325	Double
GEOMEAN	=GEOMEAN(A1:A5,1,B1:B5,1)	2.9645540478684094	Double
GEOMEAN	=GEOMEAN(D1)	45292	Double
GEOMEAN	=GEOMEAN(D1,D2)	45656.037015930327	Double
GEOMEAN	=GEOMEAN(D1,2)	300.97175947254584	Double
GEOMEAN	=GEOMEAN(D1,D2,1)	1277.4153810804994	Double
GEOMEAN	=GEOMEAN(D1,D2,0.05,0.1,2)	29.093721997698168	Double
GEOMEAN	=GEOMEAN(D1,D2,0.05,100,2)	115.82419345373657	Double
GEOMEAN	=GEOMEAN(TRUE)	1	Double
GEOMEAN	=GEOMEAN(2,TRUE)	1.4142135623730949	Double
GEOMEAN	=GEOMEAN(2,3,TRUE)	1.8171205928321397	Double
GEOMEAN	=GEOMEAN(A1:A5,B1:B5,1)	3.2723878389310976	Double
GEOMEAN	=GEOMEAN(2,3,4,5,6)	3.7279192731913513	Double
GEOMEAN	=GEOMEAN(2.5,1)	1.5811388300841898	Double
HARMEAN	=HARMEAN(A1)	1	Double
HARMEAN	=HARMEAN(A2)	2	Double
HARMEAN	=HARMEAN(A1:A5)	2.18978102189781	Double
HARMEAN	=HARMEAN(B1:B5)	4.37956204379562	Double
HARMEAN	=HARMEAN(A1:B5)	2.9197080291970803	Double
HARMEAN	=HARMEAN(2)	2	Double
HARMEAN	=HARMEAN(2,3)	2.4000000000000004	Double
HARMEAN	=HARMEAN(2,3,4)	2.7692307692307692	Double
HARMEAN	=HARMEAN(2,3,4,5)	3.116883116883117	Double
HARMEAN	=HARMEAN(1,2,3,4,5)	2.18978102189781	Double
HARMEAN	=HARMEAN(1,2,3,4,5,6)	2.4489795918367352	Double
HARMEAN	=HARMEAN(1,2,3,4,5,6,7)	2.6997245179063363	Double
HARMEAN	=HARMEAN(0.5)	0.5	Double
HARMEAN	=HARMEAN(0.5,1)	0.66666666666666663	Double
HARMEAN	=HARMEAN(0.5,1,2)	0.8571428571428571	Double
HARMEAN	=HARMEAN(0.5,1,2,3)	1.0434782608695652	Double
HARMEAN	=HARMEAN(0.5,1,2,3,4)	1.2244897959183672	Double
HARMEAN	=HARMEAN("2024-01-15")	45306	Double
HARMEAN	=HARMEAN("12:30")	0.52083333333333337	Double
HARMEAN	=HARMEAN("101",2)	3.9223300970873787	Double
HARMEAN	=HARMEAN(A1:A5,B1:B5)	2.9197080291970807	Double
HARMEAN	=HARMEAN(A1:A5,2)	2.1556886227544911	Double
HARMEAN	=HARMEAN(A1:A5,2,3)	2.2459893048128339	Double
HARMEAN	=HARMEAN(A1:A5,A1)	1.8274111675126905	Double
HARMEAN	=HARMEAN(A1:A5,1,B1:B5,1)	2.2119815668202767	Double
HARMEAN	=HARMEAN(D1)	45292	Double
HARMEAN	=HARMEAN(D1,D2)	45654.574078738435	Double
HARMEAN	=HARMEAN(D1,2)	3.9998233761646138	Double
HARMEAN	=HARMEAN(D1,D2,1)	2.9998685840950388	Double
HARMEAN	=HARMEAN(D1,D2,0.05,0.1,2)	0.16393419077045032	Double
HARMEAN	=HARMEAN(D1,D2,0.05,100,2)	0.24378299953897367	Double
HARMEAN	=HARMEAN(TRUE)	1	Double
HARMEAN	=HARMEAN(2,TRUE)	1.3333333333333333	Double
HARMEAN	=HARMEAN(2,3,TRUE)	1.6363636363636365	Double
HARMEAN	=HARMEAN(A1:A5,B1:B5,1)	2.485875706214689	Double
HARMEAN	=HARMEAN(2,3,4,5,6)	3.4482758620689657	Double
HARMEAN	=HARMEAN(2.5,1)	1.4285714285714286	Double
HEX2BIN	=HEX2BIN(A1)	1	String
HEX2BIN	=HEX2BIN(A2)	10	String
HEX2BIN	=HEX2BIN(2)	10	String
HEX2BIN	=HEX2BIN(2,3)	010	String
HEX2DEC	=HEX2DEC(A1)	1	Double
HEX2DEC	=HEX2DEC(A2)	2	Double
HEX2DEC	=HEX2DEC(2)	2	Double
HEX2DEC	=HEX2DEC(D1)	283282	Double
HEX2OCT	=HEX2OCT(A1)	1	String
HEX2OCT	=HEX2OCT(A2)	2	String
HEX2OCT	=HEX2OCT(2)	2	String
HEX2OCT	=HEX2OCT(2,3)	002	String
HEX2OCT	=HEX2OCT(D1)	1051222	String
HOUR	=HOUR(A1)	0	Double
HOUR	=HOUR(A2)	0	Double
HOUR	=HOUR(A1:A5)	0	Double
HOUR	=HOUR(B1:B5)	0	Double
HOUR	=HOUR(2)	0	Double
HOUR	=HOUR(0.5)	12	Double
HOUR	=HOUR("2024-01-15")	0	Double
HOUR	=HOUR("12:30")	12	Double
HOUR	=HOUR(D1)	0	Double
HOUR	=HOUR(TRUE)	0	Double
HOUR	=HOUR(FALSE)	0	Double
HSTACK	=HSTACK(A1)	1	Double
HSTACK	=HSTACK(A2)	2	Double
HSTACK	=HSTACK(A1:A5)	1	Double
HSTACK	=HSTACK(B1:B5)	2	Double
HSTACK	=HSTACK(A1:B5)	1	Double
HSTACK	=HSTACK(2)	2	Double
HSTACK	=HSTACK(2,3)	2	Double
HSTACK	=HSTACK(2,3,4)	2	Double
HSTACK	=HSTACK(2,3,4,5)	2	Double
HSTACK	=HSTACK(1,2,3,4,5)	1	Double
HSTACK	=HSTACK(1,2,3,4,5,6)	1	Double
HSTACK	=HSTACK(1,2,3,4,5,6,7)	1	Double
HSTACK	=HSTACK(0.5)	0.5	Double
HSTACK	=HSTACK(0.5,1)	0.5	Double
HSTACK	=HSTACK(0.5,1,2)	0.5	Double
HSTACK	=HSTACK(0.5,1,2,3)	0.5	Double
HSTACK	=HSTACK(0.5,1,2,3,4)	0.5	Double
HSTACK	=HSTACK("あ")	あ	String
HSTACK	=HSTACK("あ","い")	あ	String
HSTACK	=HSTACK("あ",1)	あ	String
HSTACK	=HSTACK("あ",1,2)	あ	String
HSTACK	=HSTACK("あいう",2)	あいう	String
HSTACK	=HSTACK("あいう",2,1)	あいう	String
HSTACK	=HSTACK("IV")	IV	String
HSTACK	=HSTACK("MMXXIV")	MMXXIV	String
HSTACK	=HSTACK("2024-01-15")	2024-01-15	String
HSTACK	=HSTACK("12:30")	12:30	String
HSTACK	=HSTACK("101",2)	101	String
HSTACK	=HSTACK(A1:A5,B1:B5)	1	Double
HSTACK	=HSTACK(A1:A5,2)	1	Double
HSTACK	=HSTACK(A1:A5,2,3)	1	Double
HSTACK	=HSTACK(A1:B5,2,FALSE)	1	Double
HSTACK	=HSTACK(A1:A5,A1)	1	Double
HSTACK	=HSTACK(A1:A5,"<3")	1	Double
HSTACK	=HSTACK(A1:A5,"<3",B1:B5)	1	Double
HSTACK	=HSTACK(A1:A5,1,B1:B5,1)	1	Double
HSTACK	=HSTACK(D1)	45292	Double
HSTACK	=HSTACK(D1,D2)	45292	Double
HSTACK	=HSTACK(D1,2)	45292	Double
HSTACK	=HSTACK(D1,D2,1)	45292	Double
HSTACK	=HSTACK(D1,D2,0)	45292	Double
HSTACK	=HSTACK(D1,D2,0.05,0.1,100,2,0)	45292	Double
HSTACK	=HSTACK(D1,D2,0.05,0.1,2)	45292	Double
HSTACK	=HSTACK(D1,D2,0.05,100,2)	45292	Double
HSTACK	=HSTACK(TRUE)	True	Boolean
HSTACK	=HSTACK(FALSE)	False	Boolean
HSTACK	=HSTACK(2,TRUE)	2	Double
HSTACK	=HSTACK(2,3,TRUE)	2	Double
HSTACK	=HSTACK(A1:A5,B1:B5,1)	1	Double
HSTACK	=HSTACK(2,3,4,5,6)	2	Double
HSTACK	=HSTACK(-2)	-2	Double
HSTACK	=HSTACK(2.5,1)	2.5	Double
HYPERLINK	=HYPERLINK(A1)	1	String
HYPERLINK	=HYPERLINK(A2)	2	String
HYPERLINK	=HYPERLINK(A1:A5)	1	String
HYPERLINK	=HYPERLINK(B1:B5)	2	String
HYPERLINK	=HYPERLINK(2)	2	String
HYPERLINK	=HYPERLINK(2,3)	3	Double
HYPERLINK	=HYPERLINK(0.5)	0.5	String
HYPERLINK	=HYPERLINK(0.5,1)	1	Double
HYPERLINK	=HYPERLINK("あ")	あ	String
HYPERLINK	=HYPERLINK("あ","い")	い	String
HYPERLINK	=HYPERLINK("あ",1)	1	Double
HYPERLINK	=HYPERLINK("あいう",2)	2	Double
HYPERLINK	=HYPERLINK("IV")	IV	String
HYPERLINK	=HYPERLINK("MMXXIV")	MMXXIV	String
HYPERLINK	=HYPERLINK("2024-01-15")	2024-01-15	String
HYPERLINK	=HYPERLINK("12:30")	12:30	String
HYPERLINK	=HYPERLINK("101",2)	2	Double
HYPERLINK	=HYPERLINK(A1:A5,B1:B5)	2	Double
HYPERLINK	=HYPERLINK(A1:A5,2)	2	Double
HYPERLINK	=HYPERLINK(A1:A5,A1)	1	Double
HYPERLINK	=HYPERLINK(A1:A5,"<3")	<3	String
HYPERLINK	=HYPERLINK(D1)	45292	String
HYPERLINK	=HYPERLINK(D1,D2)	46023	Double
HYPERLINK	=HYPERLINK(D1,2)	2	Double
HYPERLINK	=HYPERLINK(TRUE)	TRUE	String
HYPERLINK	=HYPERLINK(FALSE)	FALSE	String
HYPERLINK	=HYPERLINK(2,TRUE)	True	Boolean
HYPERLINK	=HYPERLINK(-2)	-2	String
HYPERLINK	=HYPERLINK(2.5,1)	1	Double
HYPGEOM.DIST	=HYPGEOM.DIST(1,2,3,4,5)	0.5	Double
HYPGEOM.DIST	=HYPGEOM.DIST(0.5,1,2,3,4)	0.33333333333333331	Double
HYPGEOM.DIST	=HYPGEOM.DIST(2,3,4,5,6)	0.60000000000000009	Double
HYPGEOMDIST	=HYPGEOMDIST(2,3,4,5)	0.60000000000000009	Double
HYPGEOMDIST	=HYPGEOMDIST(0.5,1,2,3)	0.33333333333333331	Double
IMABS	=IMABS(A1)	1	Double
IMABS	=IMABS(A2)	2	Double
IMABS	=IMABS(2)	2	Double
IMABS	=IMABS(0.5)	0.5	Double
IMABS	=IMABS("12:30")	0.52083333333333337	Double
IMABS	=IMABS(D1)	45292	Double
IMABS	=IMABS(-2)	2	Double
IMAGINARY	=IMAGINARY(A1)	0	Double
IMAGINARY	=IMAGINARY(A2)	0	Double
IMAGINARY	=IMAGINARY(2)	0	Double
IMAGINARY	=IMAGINARY(0.5)	0	Double
IMAGINARY	=IMAGINARY("12:30")	0	Double
IMAGINARY	=IMAGINARY(D1)	0	Double
IMAGINARY	=IMAGINARY(-2)	0	Double
IMARGUMENT	=IMARGUMENT(A1)	0	Double
IMARGUMENT	=IMARGUMENT(A2)	0	Double
IMARGUMENT	=IMARGUMENT(2)	0	Double
IMARGUMENT	=IMARGUMENT(0.5)	0	Double
IMARGUMENT	=IMARGUMENT("12:30")	0	Double
IMARGUMENT	=IMARGUMENT(D1)	0	Double
IMARGUMENT	=IMARGUMENT(-2)	3.1415926535897931	Double
IMCONJUGATE	=IMCONJUGATE(A1)	1	String
IMCONJUGATE	=IMCONJUGATE(A2)	2	String
IMCONJUGATE	=IMCONJUGATE(2)	2	String
IMCONJUGATE	=IMCONJUGATE(0.5)	0.5	String
IMCONJUGATE	=IMCONJUGATE("12:30")	0.520833333333333	String
IMCONJUGATE	=IMCONJUGATE(D1)	45292	String
IMCONJUGATE	=IMCONJUGATE(-2)	-2	String
IMCOS	=IMCOS(A1)	0.54030230586814	String
IMCOS	=IMCOS(A2)	-0.416146836547142	String
IMCOS	=IMCOS(2)	-0.416146836547142	String
IMCOS	=IMCOS(0.5)	0.877582561890373	String
IMCOS	=IMCOS("12:30")	0.867404811617951	String
IMCOS	=IMCOS(D1)	-0.942324752569322	String
IMCOS	=IMCOS(-2)	-0.416146836547142	String
IMCOSH	=IMCOSH(A1)	1.54308063481524	String
IMCOSH	=IMCOSH(A2)	3.76219569108363	String
IMCOSH	=IMCOSH(2)	3.76219569108363	String
IMCOSH	=IMCOSH(0.5)	1.12762596520638	String
IMCOSH	=IMCOSH("12:30")	1.13872762208012	String
IMCOSH	=IMCOSH(-2)	3.76219569108363	String
IMCOT	=IMCOT(A1)	0.642092615934331	String
IMCOT	=IMCOT(A2)	-0.457657554360286	String
IMCOT	=IMCOT(2)	-0.457657554360286	String
IMCOT	=IMCOT(0.5)	1.83048772171245	String
IMCOT	=IMCOT("12:30")	1.74316584473001	String
IMCOT	=IMCOT(D1)	-2.81543135889636	String
IMCOT	=IMCOT(-2)	0.457657554360286	String
IMCSC	=IMCSC(A1)	1.18839510577812	String
IMCSC	=IMCSC(A2)	1.09975017029462	String
IMCSC	=IMCSC(2)	1.09975017029462	String
IMCSC	=IMCSC(0.5)	2.08582964293349	String
IMCSC	=IMCSC("12:30")	2.00963358904883	String
IMCSC	=IMCSC(D1)	2.98775061487016	String
IMCSC	=IMCSC(-2)	-1.09975017029462	String
IMCSCH	=IMCSCH(A1)	0.850918128239322	String
IMCSCH	=IMCSCH(A2)	0.275720564771783	String
IMCSCH	=IMCSCH(2)	0.275720564771783	String
IMCSCH	=IMCSCH(0.5)	1.91903475133494	String
IMCSCH	=IMCSCH("12:30")	1.8358652004913	String
IMCSCH	=IMCSCH(D1)	0	String
IMCSCH	=IMCSCH(-2)	-0.275720564771783	String
IMDIV	=IMDIV(2,3)	0.666666666666667	String
IMDIV	=IMDIV(0.5,1)	0.5	String
IMDIV	=IMDIV("101",2)	50.5	String
IMDIV	=IMDIV(D1,D2)	0.984116637333507	String
IMDIV	=IMDIV(D1,2)	22646	String
IMDIV	=IMDIV(2.5,1)	2.5	String
IMEXP	=IMEXP(A1)	2.71828182845905	String
IMEXP	=IMEXP(A2)	7.38905609893065	String
IMEXP	=IMEXP(2)	7.38905609893065	String
IMEXP	=IMEXP(0.5)	1.64872127070013	String
IMEXP	=IMEXP("12:30")	1.68342992360661	String
IMEXP	=IMEXP(-2)	0.135335283236613	String
IMLN	=IMLN(A1)	0	String
IMLN	=IMLN(A2)	0.693147180559945	String
IMLN	=IMLN(2)	0.693147180559945	String
IMLN	=IMLN(0.5)	-0.693147180559945	String
IMLN	=IMLN("12:30")	-0.65232518603969	String
IMLN	=IMLN(D1)	10.7208856954339	String
IMLN	=IMLN(-2)	0.693147180559945+3.14159265358979i	String
IMLOG10	=IMLOG10(A1)	0	String
IMLOG10	=IMLOG10(A2)	0.301029995663981	String
IMLOG10	=IMLOG10(2)	0.301029995663981	String
IMLOG10	=IMLOG10(0.5)	-0.301029995663981	String
IMLOG10	=IMLOG10("12:30")	-0.28330122870355	String
IMLOG10	=IMLOG10(D1)	4.65602149864246	String
IMLOG10	=IMLOG10(-2)	0.301029995663981+1.36437635384184i	String
IMLOG2	=IMLOG2(A1)	0	String
IMLOG2	=IMLOG2(A2)	1	String
IMLOG2	=IMLOG2(2)	1	String
IMLOG2	=IMLOG2(0.5)	-1	String
IMLOG2	=IMLOG2("12:30")	-0.941106310946432	String
IMLOG2	=IMLOG2(D1)	15.46696862674	String
IMLOG2	=IMLOG2(-2)	1+4.53236014182719i	String
IMPOWER	=IMPOWER(2,3)	8	String
IMPOWER	=IMPOWER(0.5,1)	0.5	String
IMPOWER	=IMPOWER("101",2)	10201	String
IMPOWER	=IMPOWER(D1,2)	2051365264	String
IMPOWER	=IMPOWER(2.5,1)	2.5	String
IMPRODUCT	=IMPRODUCT(A1)	1	String
IMPRODUCT	=IMPRODUCT(A2)	2	String
IMPRODUCT	=IMPRODUCT(A1:A5)	120	String
IMPRODUCT	=IMPRODUCT(B1:B5)	3840	String
IMPRODUCT	=IMPRODUCT(A1:B5)	460800	String
IMPRODUCT	=IMPRODUCT(2)	2	String
IMPRODUCT	=IMPRODUCT(2,3)	6	String
IMPRODUCT	=IMPRODUCT(2,3,4)	24	String
IMPRODUCT	=IMPRODUCT(2,3,4,5)	120	String
IMPRODUCT	=IMPRODUCT(1,2,3,4,5)	120	String
IMPRODUCT	=IMPRODUCT(1,2,3,4,5,6)	720	String
IMPRODUCT	=IMPRODUCT(1,2,3,4,5,6,7)	5040	String
IMPRODUCT	=IMPRODUCT(0.5)	0.5	String
IMPRODUCT	=IMPRODUCT(0.5,1)	0.5	String
IMPRODUCT	=IMPRODUCT(0.5,1,2)	1	String
IMPRODUCT	=IMPRODUCT(0.5,1,2,3)	3	String
IMPRODUCT	=IMPRODUCT(0.5,1,2,3,4)	12	String
IMPRODUCT	=IMPRODUCT("12:30")	0.520833333333333	String
IMPRODUCT	=IMPRODUCT("101",2)	202	String
IMPRODUCT	=IMPRODUCT(A1:A5,B1:B5)	460800	String
IMPRODUCT	=IMPRODUCT(A1:A5,2)	240	String
IMPRODUCT	=IMPRODUCT(A1:A5,2,3)	720	String
IMPRODUCT	=IMPRODUCT(A1:A5,A1)	120	String
IMPRODUCT	=IMPRODUCT(A1:A5,1,B1:B5,1)	460800	String
IMPRODUCT	=IMPRODUCT(D1)	45292	String
IMPRODUCT	=IMPRODUCT(D1,D2)	2084473716	String
IMPRODUCT	=IMPRODUCT(D1,2)	90584	String
IMPRODUCT	=IMPRODUCT(D1,D2,1)	2084473716	String
IMPRODUCT	=IMPRODUCT(D1,D2,0)	0	String
IMPRODUCT	=IMPRODUCT(D1,D2,0.05,0.1,100,2,0)	0	String
